file,emotion
angry_1628.jpg,angry
angry_1629.jpg,angry
angry_163.jpg,angry
angry_1630.jpg,angry
angry_1631.jpg,angry
angry_1632.jpg,angry
angry_1633.jpg,angry
angry_1634.jpg,angry
angry_1635.jpg,angry
angry_1636.jpg,angry
angry_1637.jpg,angry
angry_1638.jpg,angry
angry_1639.jpg,angry
angry_164.jpg,angry
angry_1640.jpg,angry
angry_1641.jpg,angry
angry_1642.jpg,angry
angry_1643.jpg,angry
angry_1644.jpg,angry
angry_1645.jpg,angry
angry_1646.jpg,angry
angry_1647.jpg,angry
angry_1648.jpg,angry
angry_1649.jpg,angry
angry_165.jpg,angry
angry_1650.jpg,angry
angry_1651.jpg,angry
angry_1652.jpg,angry
angry_1653.jpg,angry
angry_1654.jpg,angry
angry_1655.jpg,angry
angry_1656.jpg,angry
angry_1657.jpg,angry
angry_1658.jpg,angry
angry_1659.jpg,angry
angry_166.jpg,angry
angry_1660.jpg,angry
angry_1661.jpg,angry
angry_1662.jpg,angry
angry_1663.jpg,angry
angry_1664.jpg,angry
angry_1665.jpg,angry
angry_1666.jpg,angry
angry_1667.jpg,angry
angry_1668.jpg,angry
angry_1669.jpg,angry
angry_167.jpg,angry
angry_1670.jpg,angry
angry_1671.jpg,angry
angry_1672.jpg,angry
angry_1673.jpg,angry
angry_1674.jpg,angry
angry_1675.jpg,angry
angry_1676.jpg,angry
angry_1677.jpg,angry
angry_1678.jpg,angry
angry_1679.jpg,angry
angry_168.jpg,angry
angry_1680.jpg,angry
angry_1681.jpg,angry
angry_1682.jpg,angry
angry_1683.jpg,angry
angry_1684.jpg,angry
angry_1685.jpg,angry
angry_1686.jpg,angry
angry_1687.jpg,angry
angry_1688.jpg,angry
angry_1689.jpg,angry
angry_169.jpg,angry
angry_1690.jpg,angry
angry_1691.jpg,angry
angry_1692.jpg,angry
angry_1693.jpg,angry
angry_1694.jpg,angry
angry_1695.jpg,angry
angry_1696.jpg,angry
angry_1697.jpg,angry
angry_1698.jpg,angry
angry_1699.jpg,angry
angry_17.jpg,angry
angry_170.jpg,angry
angry_1700.jpg,angry
angry_1701.jpg,angry
angry_1702.jpg,angry
angry_1703.jpg,angry
angry_1704.jpg,angry
angry_1705.jpg,angry
angry_1706.jpg,angry
angry_1707.jpg,angry
angry_1708.jpg,angry
angry_1709.jpg,angry
angry_171.jpg,angry
angry_1710.jpg,angry
angry_1711.jpg,angry
angry_1712.jpg,angry
angry_1713.jpg,angry
angry_1714.jpg,angry
angry_1715.jpg,angry
angry_1716.jpg,angry
angry_1717.jpg,angry
angry_1718.jpg,angry
angry_1719.jpg,angry
angry_172.jpg,angry
angry_1720.jpg,angry
angry_1721.jpg,angry
angry_1722.jpg,angry
angry_1723.jpg,angry
angry_1724.jpg,angry
angry_1725.jpg,angry
angry_1726.jpg,angry
angry_1727.jpg,angry
angry_1728.jpg,angry
angry_1729.jpg,angry
angry_173.jpg,angry
angry_1730.jpg,angry
angry_1731.jpg,angry
angry_1732.jpg,angry
angry_1733.jpg,angry
angry_1734.jpg,angry
angry_1735.jpg,angry
angry_1736.jpg,angry
angry_1737.jpg,angry
angry_1738.jpg,angry
angry_1739.jpg,angry
angry_174.jpg,angry
angry_1740.jpg,angry
angry_1741.jpg,angry
angry_1742.jpg,angry
angry_1743.jpg,angry
angry_1744.jpg,angry
angry_1745.jpg,angry
angry_1746.jpg,angry
angry_1747.jpg,angry
angry_1748.jpg,angry
angry_1749.jpg,angry
angry_175.jpg,angry
angry_1750.jpg,angry
angry_1751.jpg,angry
angry_1752.jpg,angry
angry_1753.jpg,angry
angry_1754.jpg,angry
angry_1755.jpg,angry
angry_1756.jpg,angry
angry_1757.jpg,angry
angry_1758.jpg,angry
angry_1759.jpg,angry
angry_176.jpg,angry
angry_1760.jpg,angry
angry_1761.jpg,angry
angry_1762.jpg,angry
angry_1763.jpg,angry
angry_1764.jpg,angry
angry_1765.jpg,angry
angry_1766.jpg,angry
angry_1767.jpg,angry
angry_1768.jpg,angry
angry_1769.jpg,angry
angry_177.jpg,angry
angry_1770.jpg,angry
angry_1771.jpg,angry
angry_1772.jpg,angry
angry_1773.jpg,angry
angry_1774.jpg,angry
angry_1775.jpg,angry
angry_1776.jpg,angry
angry_1777.jpg,angry
angry_1778.jpg,angry
angry_1779.jpg,angry
angry_178.jpg,angry
angry_1780.jpg,angry
angry_1781.jpg,angry
angry_1782.jpg,angry
angry_1783.jpg,angry
angry_1784.jpg,angry
angry_1785.jpg,angry
angry_1786.jpg,angry
angry_1787.jpg,angry
angry_1788.jpg,angry
angry_1789.jpg,angry
angry_179.jpg,angry
angry_1790.jpg,angry
angry_1791.jpg,angry
angry_1792.jpg,angry
angry_1793.jpg,angry
angry_1794.jpg,angry
angry_1795.jpg,angry
angry_1796.jpg,angry
angry_1797.jpg,angry
angry_1798.jpg,angry
angry_1799.jpg,angry
angry_18.jpg,angry
angry_180.jpg,angry
angry_1800.jpg,angry
angry_1801.jpg,angry
angry_1802.jpg,angry
angry_1803.jpg,angry
angry_1804.jpg,angry
angry_1805.jpg,angry
angry_1806.jpg,angry
angry_1807.jpg,angry
angry_1808.jpg,angry
angry_1809.jpg,angry
angry_181.jpg,angry
angry_1810.jpg,angry
angry_1811.jpg,angry
angry_1812.jpg,angry
angry_1813.jpg,angry
angry_1814.jpg,angry
angry_1815.jpg,angry
angry_1816.jpg,angry
angry_1817.jpg,angry
angry_1818.jpg,angry
angry_1819.jpg,angry
angry_182.jpg,angry
angry_1820.jpg,angry
angry_1821.jpg,angry
angry_1822.jpg,angry
angry_1823.jpg,angry
angry_1824.jpg,angry
angry_1825.jpg,angry
angry_1826.jpg,angry
angry_1827.jpg,angry
angry_1828.jpg,angry
angry_1829.jpg,angry
angry_183.jpg,angry
angry_1830.jpg,angry
angry_1831.jpg,angry
angry_1832.jpg,angry
angry_1833.jpg,angry
angry_1834.jpg,angry
angry_1835.jpg,angry
angry_1836.jpg,angry
angry_1837.jpg,angry
angry_1838.jpg,angry
angry_1839.jpg,angry
angry_184.jpg,angry
angry_1840.jpg,angry
angry_1841.jpg,angry
angry_1842.jpg,angry
angry_1843.jpg,angry
angry_1844.jpg,angry
angry_1845.jpg,angry
angry_1846.jpg,angry
angry_1847.jpg,angry
angry_1848.jpg,angry
angry_1849.jpg,angry
angry_185.jpg,angry
angry_1850.jpg,angry
angry_1851.jpg,angry
angry_1852.jpg,angry
angry_1853.jpg,angry
angry_1854.jpg,angry
angry_1855.jpg,angry
angry_1856.jpg,angry
angry_1857.jpg,angry
angry_1858.jpg,angry
angry_1859.jpg,angry
angry_186.jpg,angry
angry_1860.jpg,angry
angry_1861.jpg,angry
angry_1862.jpg,angry
angry_1863.jpg,angry
angry_1864.jpg,angry
angry_1865.jpg,angry
angry_1866.jpg,angry
angry_1867.jpg,angry
angry_1868.jpg,angry
angry_1869.jpg,angry
angry_187.jpg,angry
angry_1870.jpg,angry
angry_1871.jpg,angry
angry_1872.jpg,angry
angry_1873.jpg,angry
angry_1874.jpg,angry
angry_1875.jpg,angry
angry_1876.jpg,angry
angry_1877.jpg,angry
angry_1878.jpg,angry
angry_1879.jpg,angry
angry_188.jpg,angry
angry_1880.jpg,angry
angry_1881.jpg,angry
angry_1882.jpg,angry
angry_1883.jpg,angry
angry_1884.jpg,angry
angry_1885.jpg,angry
angry_1886.jpg,angry
angry_1887.jpg,angry
angry_1888.jpg,angry
angry_1889.jpg,angry
angry_189.jpg,angry
angry_1890.jpg,angry
angry_1891.jpg,angry
angry_1892.jpg,angry
angry_1893.jpg,angry
angry_1894.jpg,angry
angry_1895.jpg,angry
angry_1896.jpg,angry
angry_1897.jpg,angry
angry_1898.jpg,angry
angry_1899.jpg,angry
angry_19.jpg,angry
angry_190.jpg,angry
angry_1900.jpg,angry
angry_1901.jpg,angry
angry_1902.jpg,angry
angry_1903.jpg,angry
angry_1904.jpg,angry
angry_1905.jpg,angry
angry_1906.jpg,angry
angry_1907.jpg,angry
angry_1908.jpg,angry
angry_1909.jpg,angry
angry_191.jpg,angry
angry_1910.jpg,angry
angry_1911.jpg,angry
angry_1912.jpg,angry
angry_1913.jpg,angry
angry_1914.jpg,angry
angry_1915.jpg,angry
angry_1916.jpg,angry
angry_1917.jpg,angry
angry_1918.jpg,angry
angry_1919.jpg,angry
angry_192.jpg,angry
angry_1920.jpg,angry
angry_1921.jpg,angry
angry_1922.jpg,angry
angry_1923.jpg,angry
angry_1924.jpg,angry
angry_1925.jpg,angry
angry_1926.jpg,angry
angry_1927.jpg,angry
angry_1928.jpg,angry
angry_1929.jpg,angry
angry_193.jpg,angry
angry_1930.jpg,angry
angry_1931.jpg,angry
angry_1932.jpg,angry
angry_1933.jpg,angry
angry_1934.jpg,angry
angry_1935.jpg,angry
angry_1936.jpg,angry
angry_1937.jpg,angry
angry_1938.jpg,angry
angry_1939.jpg,angry
angry_194.jpg,angry
angry_1940.jpg,angry
angry_1941.jpg,angry
angry_1942.jpg,angry
angry_1943.jpg,angry
angry_1944.jpg,angry
angry_1945.jpg,angry
angry_1946.jpg,angry
angry_1947.jpg,angry
angry_1948.jpg,angry
angry_1949.jpg,angry
angry_195.jpg,angry
angry_1950.jpg,angry
angry_1951.jpg,angry
angry_1952.jpg,angry
angry_1953.jpg,angry
angry_1954.jpg,angry
angry_1955.jpg,angry
angry_1956.jpg,angry
angry_1957.jpg,angry
angry_1958.jpg,angry
angry_1959.jpg,angry
angry_196.jpg,angry
angry_1960.jpg,angry
angry_1961.jpg,angry
angry_1962.jpg,angry
angry_1963.jpg,angry
angry_1964.jpg,angry
angry_1965.jpg,angry
angry_1966.jpg,angry
angry_1967.jpg,angry
angry_1968.jpg,angry
angry_1969.jpg,angry
angry_197.jpg,angry
angry_1970.jpg,angry
angry_1971.jpg,angry
angry_1972.jpg,angry
angry_1973.jpg,angry
angry_1974.jpg,angry
